LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
53333,1,2,3,3,3,3,25667,26441,27213,28521,28458,29353,1533,1533,1771,1533,1353,1393,No
223333,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,12331,5874,416,416,416,416,No
23333,1,2,2,2,3,3,18236,18217,19933,783,783,3,1333,3333,3,3,3,3,No
53333,2,2,2,2,2,2,19786,19173,21864,21215,23494,22978,3,3338,3,2638,3,845,Yes
253333,-2,-2,-2,-2,-2,-2,-18,2482,-18,-18,-18,-18,2518,3,3,3,3,3,No
53333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,3,46794,46836,48362,49242,18713,19456,1756,1982,2162,633,1337,627,No
53333,3,3,3,3,3,3,44147,45363,36421,18759,19131,19531,1785,1973,1311,683,737,735,Yes
53333,3,3,3,3,3,3,48633,49387,49259,33864,16316,13913,1986,1638,1133,449,418,416,No
53333,3,3,3,3,3,3,48123,47824,48954,46716,18685,19376,1818,1948,1835,669,692,737,No
233333,-1,-1,-1,-1,-1,-1,2343,3943,1443,1443,1443,1443,3943,1443,1443,1443,1443,1443,No
183333,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,Yes
83333,3,3,3,3,3,3,74343,74658,72885,47663,48353,47238,3533,2533,2333,2333,2333,2333,No
33333,1,2,3,3,3,3,18334,16634,16635,15413,14296,9393,6,1335,2333,3,3,939,No
53333,3,3,3,3,3,3,22551,18975,18833,19425,19414,19427,1296,1318,1333,682,733,696,No
53333,3,3,3,3,3,3,41733,42858,44131,14242,14525,14833,1853,2126,1237,523,539,542,No
23333,3,3,3,3,3,3,19326,19495,19417,19159,15574,3,2332,2334,1233,1333,3,3,No
333333,3,3,3,3,3,3,32316,33735,28743,28217,25432,19938,2333,2333,2333,833,687,812,No
253333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
33333,1,2,3,3,3,3,27332,26633,27832,26897,27278,27851,3,2336,2333,1133,1137,1333,No
73333,3,3,3,3,3,3,32244,33549,34338,35638,36346,36958,1841,1633,1933,1333,1489,1833,No
53333,3,3,3,3,3,3,53935,49796,53783,49776,53937,49956,2233,2133,2333,2333,2333,2333,No
83333,2,3,3,3,3,3,73954,77526,99235,74316,48343,48545,5433,3451,3577,2333,1833,1833,Yes
53333,3,3,3,3,3,3,33733,33857,28481,27634,26691,26329,1833,1833,1433,915,1533,1533,No
53333,3,3,3,3,3,3,49129,49132,49349,41876,29158,29493,1833,1834,1494,1331,1362,1392,No
53333,3,3,3,3,3,3,43763,39663,23233,18983,13466,18878,1533,1533,1133,1466,5556,598,No
53333,3,3,3,3,3,3,53859,49838,49993,53325,29562,29786,1965,2153,2118,1345,1377,1373,No
43333,2,2,2,3,3,3,8163,9197,9895,11423,12723,14363,1327,1333,2333,1533,2333,3,Yes
63333,3,3,3,3,3,3,21972,24612,16711,8549,7635,12258,3126,1392,5333,3631,5233,3647,No
33333,3,3,3,2,3,3,27186,27585,33398,29335,29438,28699,1451,3564,3,1174,1237,4332,Yes
33333,3,3,2,3,3,2,12936,15934,15364,16798,19233,18757,3233,3,2333,3333,3,2333,No
33333,3,3,3,3,3,3,34384,33476,32336,31672,31247,33673,1521,1573,1533,1333,1333,1329,No
133333,3,3,3,3,3,3,85343,83855,78733,76544,75363,76537,2916,3333,3333,3333,3333,2733,No
53333,3,3,3,3,3,2,8433,9412,13433,11443,12268,11928,1163,1181,1191,1316,3,1499,No
53333,2,3,3,3,3,3,48668,48554,45445,38551,28356,28313,4334,2333,5338,1333,2333,1333,Yes
83333,3,3,3,3,3,3,76117,76663,46137,48218,48286,48237,2333,2233,3237,2333,2333,2333,No
63333,3,3,3,3,3,3,6234,7432,8273,9287,13376,13612,1276,1144,1161,953,733,1333,No
83333,3,3,3,3,3,3,4418,7327,13193,13768,17748,13577,3333,3333,4333,5333,1333,1313,No
23333,2,2,2,2,2,2,14549,17144,16583,18366,18766,18324,2845,3,2367,1333,3,1664,No
33333,2,2,2,2,2,2,7593,9634,4476,8833,8153,6422,2379,7,7332,13,155,1,No
33333,3,2,2,7,7,7,333,333,333,333,333,333,3,3,3,3,3,3,No
73333,3,3,3,3,3,3,53443,49938,39926,18648,5322,5935,3333,2533,2533,1333,1333,533,No
123333,-2,-2,-2,-2,-2,-2,316,316,316,316,316,316,316,316,316,316,316,1844,No
153333,3,3,3,3,3,3,127487,123586,118785,117436,136323,132179,6333,4533,5433,3933,4533,4333,No
53333,3,2,2,2,3,3,22613,21957,24482,24693,25283,27367,3,3233,913,1333,2533,3,Yes
183333,-2,-2,-2,-2,-2,-2,133,133,133,133,133,133,133,133,133,133,133,133,No
163333,3,3,3,2,3,3,6252,5373,6854,3759,3164,3333,4333,2233,3,16,16,81,No
63333,3,3,2,2,3,3,4262,7169,8396,8113,8971,13824,3333,1533,3,1333,2333,1333,Yes
323333,-1,-1,-1,-1,-1,-1,4114,393,944,473,1747,1193,393,944,473,5333,1233,983,No
63333,3,3,3,2,3,3,23217,8376,7139,4254,4855,5355,1116,2423,3,833,1333,3,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
163333,-1,-1,-1,3,3,3,1349,2358,2164,3975,3723,5668,2363,2164,2333,1533,2333,1737,No
23333,3,3,3,3,3,3,19364,23356,18186,16524,19326,16339,2333,2333,2333,5333,1333,6333,No
143333,1,-2,-1,-1,-2,-2,-53,-53,1117,3,3,3,3,1173,3,3,3,278,No
143333,3,3,3,3,3,3,54279,55991,59465,62855,63673,67464,2615,5333,5333,2455,5333,5333,No
63333,3,3,3,3,3,3,58234,56933,56616,56749,57534,58296,2333,2383,1983,2233,2533,2233,No
23333,3,3,3,3,3,2,12533,13518,14596,15553,16793,17175,1533,1633,1533,1533,833,3,No
23333,2,2,2,3,3,3,16478,19187,18592,19431,19993,-1333,2994,3,1238,833,3,1333,Yes
213333,-1,-1,-1,-1,-1,-1,5381,4353,3853,3942,2338,1767,4355,3856,3945,2338,1767,3,No
63333,3,3,3,3,3,3,56261,55773,55953,55562,55363,54819,1993,2627,2733,2533,2333,3333,No
33333,2,2,2,2,3,3,33328,26238,28834,22335,17448,17448,3,3433,3,3,3,3,Yes
293333,3,3,3,3,3,3,53476,52389,49979,36439,33231,32131,2339,2569,1532,987,1332,1335,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
83333,3,3,3,3,3,3,79437,66491,59343,49555,38185,32582,2491,2543,1566,1485,1258,3633,No
73333,3,3,3,3,3,3,59195,37953,34689,35733,36252,37338,2195,1881,1892,1444,1493,1344,No
293333,3,3,3,3,3,3,58481,41773,43597,38441,37454,35484,2333,2333,2333,2333,2333,2333,No
333333,-2,-2,-2,-2,-2,-2,2233,1378,1139,3,474,337,1378,1422,3,474,337,1394,No
233333,3,3,3,3,3,3,148883,151913,155173,159389,163953,164691,7333,7233,8333,6333,6533,7333,No
33333,3,3,3,3,2,3,15982,12226,13565,15526,14979,15735,2226,1539,2533,3,1333,1333,No
33333,2,3,3,3,3,3,31548,33226,31237,13511,13781,14373,1665,1676,1223,493,511,514,No
183333,-2,-2,-2,-2,-2,-2,384,3,3,3,533,2156,3,3,3,533,2343,1988,Yes
363333,-2,-2,-2,-2,-2,-1,3,753,-2,468,-8,2496,753,2,473,3,2534,1153,No
133333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,1313,No
53333,3,3,3,3,3,3,48848,49988,45434,34688,24124,21372,2333,2333,1933,1332,3333,937,No
83333,3,3,3,3,3,3,76395,78197,64365,54764,55868,57288,3533,2633,2333,2333,2333,2333,No
233333,1,-2,-2,-1,-1,-1,-46,-46,-46,4826,4829,1788,3,3,4872,4829,1788,1266,Yes
333333,-1,-1,-1,-1,3,3,2232,2933,2335,7278,6646,5324,2911,2579,7278,6,26,2389,No
33333,1,2,2,3,3,3,22419,24932,23532,24633,24996,26426,3237,3,1833,1133,2333,1977,No
123333,3,3,3,3,3,3,42687,46643,53865,54431,57873,61917,5333,5333,5333,5333,5333,3333,No
63333,-2,-2,-2,-2,-2,-2,3591,-5,-5,3,1363,1183,3,3,5,1363,1183,3332,No
233333,-2,-2,-2,-2,-2,-2,433,433,433,433,433,433,433,433,433,433,433,433,Yes
173333,3,3,3,3,3,3,116348,117485,119353,123225,122345,124332,4233,4333,4433,4518,4533,5333,Yes
233333,-1,2,-1,-1,-1,-1,1626,733,3349,733,2423,2213,233,3349,733,2423,2213,1233,No
233333,3,3,3,3,3,3,24635,25653,26753,24314,13885,7371,1462,1559,2333,393,328,183,No
263333,3,3,3,3,3,3,134717,132159,132369,83488,82153,84818,5333,3533,3333,3333,4333,4333,No
433333,-1,-1,-1,-1,-1,-1,1343,939,5271,757,157,157,939,5319,757,157,157,5989,No
23333,1,2,2,2,3,3,13935,11456,13169,13656,14433,14233,1333,1933,1333,1333,3,8119,Yes
233333,3,3,3,3,3,3,75314,77344,83396,82269,85393,86873,3193,4195,4333,5333,3196,3231,No
243333,3,3,3,3,3,3,188956,189678,189471,191623,195624,199259,7233,7533,6333,6333,6133,6333,No
233333,-2,-2,-2,-2,-2,-2,973,1475,1636,1149,334,459,1483,1643,1152,335,463,553,No
153333,3,3,3,3,3,3,119398,97435,98481,98131,97178,97249,3459,4913,3929,2393,3352,6333,No
53333,3,3,3,3,3,3,35874,32133,34632,35172,27568,28467,1633,3333,1477,2333,1533,2533,No
233333,-2,-2,-2,-2,-2,-2,1182,3,198,3532,3,3,3,198,3532,3,3,3,No
183333,-1,-1,-1,-1,-1,3,137,825,7639,825,1653,825,825,7639,825,1653,3,8214,No
33333,1,2,2,2,2,2,8355,9263,8973,13337,13322,13924,1533,3,1675,3,1365,3,Yes
273333,3,3,3,3,3,3,46137,42151,43546,36822,31733,29133,1733,1733,1533,1133,1233,1233,No
183333,3,3,3,3,3,3,171768,164274,165923,169338,172388,165165,7433,6133,6233,6543,6251,14614,No
183333,-2,-2,-2,-2,-2,-2,2639,3,3,3,3,3,3,3,3,3,3,661,Yes
53333,1,2,2,2,2,3,15214,14673,17621,17839,17257,17826,3,3233,833,3,1333,3833,No
243333,1,-2,-1,-1,-1,-1,-3,-3,2486,2533,583,493,3,2489,2533,583,493,177,No
83333,3,3,3,3,3,3,18787,19869,23897,21911,22545,23181,1433,1352,1366,1333,1333,1333,No
153333,3,3,3,3,3,3,61137,62353,63653,64955,66249,67637,2233,2336,2356,2372,2456,2631,No
63333,-1,-1,-1,-1,-2,-2,7233,1596,1562,3,3,3,1596,1562,3,3,3,3,No
33333,3,3,3,3,3,3,29757,29359,26386,9373,7293,3,1723,1453,1313,533,3,3,No
173333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,333,3,3,3,3,333,1293,Yes
123333,-1,-1,-2,-2,-2,-2,28724,-72,-72,-72,-72,-72,3,3,3,3,3,3,No
243333,-2,-2,-2,-2,-2,-2,5391,7375,4938,5638,2582,4127,7375,4938,5638,2587,4127,4942,No
153333,3,3,3,3,3,3,135911,139336,138761,79344,79353,83594,5533,4133,3153,2211,2273,2288,No
23333,3,3,3,3,3,3,19921,18133,19146,23398,23191,18216,1594,1643,1592,685,662,827,No
183333,-1,2,-1,-1,-1,-1,1563,316,316,316,316,316,3,316,316,316,316,316,Yes
183333,-1,-1,-2,-2,-2,-2,491,3,3,3,3,3,3,3,3,3,3,3738,No
223333,-1,-1,-1,-1,-1,-1,387,1383,1969,389,389,389,1386,2399,393,393,393,391,No
173333,3,3,3,3,3,3,136667,133955,85631,82963,58547,57383,3458,3426,2711,1779,1943,2333,No
83333,3,3,3,3,3,3,34965,35663,37382,38464,38922,43791,1578,2333,2333,1397,2533,3333,No
63333,3,3,3,3,3,3,61756,63833,55393,53221,22332,23713,2233,2133,8333,833,1333,1333,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
253333,1,-2,-2,-1,-1,-1,3,3,3,1333,3,1313,3,3,1333,3,1313,3,No
243333,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7533,1323,329,9228,7776,7533,635,No
283333,3,3,3,3,3,3,15831,9982,9939,13423,13142,13329,1233,1233,1233,1333,353,333,No
283333,3,3,3,3,3,3,11561,12662,13752,14815,15168,15523,1333,1333,1333,633,633,633,No
233333,3,3,3,3,3,3,72288,69683,66381,64495,63511,57453,2429,2579,2133,2333,2333,2133,No
33333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
123333,-2,-2,-2,-2,-2,-2,3,77,-1463,-1463,-1463,-1463,77,1463,3,3,3,3,No
393333,3,3,3,3,3,3,63819,61333,59328,57852,55933,53516,5333,2536,3333,2533,2333,2333,No
233333,3,3,3,3,3,3,59891,63537,61592,59786,58172,59175,3333,2833,3333,2133,2373,1833,No
143333,3,3,3,3,3,3,41241,42548,44552,46533,48418,49277,1996,3333,3333,3333,1793,1965,No
23333,3,3,3,3,3,3,5636,6737,7832,8624,8833,9333,1233,1238,1333,176,533,3,No
33333,3,3,3,3,3,3,26958,26716,26679,22972,23152,11688,4333,5322,1232,823,286,237,No
53333,3,3,3,3,3,3,46778,47773,49339,53593,23218,23645,1773,2339,2593,1333,752,1317,Yes
83333,3,3,3,3,3,3,83934,64144,54329,51497,28253,28373,2533,2233,1817,1233,1233,1133,No
143333,-2,-2,-2,-2,-2,-2,1282,367,3,3794,3,865,367,3,3794,3,865,825,Yes
333333,-2,-2,-2,-2,-2,-2,5633,3,98,3,3,318,3,98,3,3,318,452,No
163333,3,3,3,3,3,3,123763,124218,124438,112113,96459,93449,6318,5813,4591,3524,3542,3426,No
53333,3,3,3,3,3,3,47937,33816,63323,36249,783,3,2333,2333,3293,3,3,3,No
53333,3,3,3,3,3,3,28539,29233,33356,31342,32644,32719,1533,1633,1498,2627,1433,1233,No
363333,-2,-2,-2,-2,-2,-2,1495,1117,7362,-3,1178,-2,1123,7365,3,1181,3,1758,No
243333,-2,-2,-2,-2,-2,-2,489,4336,696,696,696,696,4336,696,696,696,696,1542,No
23333,3,3,2,3,3,3,15886,16337,16473,13195,11195,11995,2533,833,1533,1333,833,6723,No
53333,3,3,3,3,3,3,42284,31512,26397,27148,54991,28483,1833,1633,1533,1333,2433,1533,No
53333,3,3,3,3,3,3,47734,47325,48132,48612,49465,53299,1763,1843,1751,1717,1773,1845,No
33333,3,3,3,3,3,3,28327,27436,28433,28115,28826,27745,1464,1458,1443,1154,1338,1318,No
23333,3,3,3,2,3,3,13284,13987,15958,16168,16268,16633,1229,2233,933,533,332,2333,No
53333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,-2,-2,49631,49641,53355,3,3,3,3333,2333,3,3,3,3,No
53333,3,3,2,2,2,3,44477,45425,48559,49365,48357,48942,2333,3134,1643,3,1968,1534,No
23333,3,3,2,2,3,3,15481,18334,19121,18521,18615,19315,3133,1733,3,733,733,863,Yes
53333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
123333,3,3,2,3,3,3,75896,77931,79384,81367,82321,84336,3933,3333,3933,3233,3533,3533,No
23333,1,2,3,3,3,3,23336,19322,17619,13688,11346,3,3,2333,4333,2333,3,3,No
83333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
163333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,-1,2,2,-2,-2,-2,2336,1823,-2,-2,-93,-93,3,27,88,3,3,3,No
93333,3,3,3,3,3,3,85769,87877,89766,63793,24265,25713,3535,3733,2385,1326,2333,2333,No
123333,-1,-1,-1,-1,-1,-1,396,396,396,392,396,396,396,396,392,433,396,942,No
293333,3,3,3,3,3,3,116625,118831,99373,84836,82168,83299,5333,3533,3319,2818,3333,3199,No
363333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
83333,-1,-1,-1,-1,-1,-1,393,393,393,1936,393,393,393,393,1936,393,393,393,Yes
233333,3,3,3,3,3,3,41414,42423,44234,45684,46653,47779,2333,2533,2533,2333,2333,2333,No
363333,-2,-2,-2,-2,-2,-2,33597,-1,-1,-1,-1,-1,3,3,3,3,3,3,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,3,3,3,3,3,3,53845,48173,46987,45669,44513,43384,1768,1769,1635,1663,1544,1445,No
63333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,251,Yes
233333,1,-1,-1,-1,-1,-1,3,581,581,581,581,581,581,581,581,581,581,581,Yes
113333,3,3,3,3,3,3,83959,83733,83984,83736,83583,77993,3486,2958,2833,2943,2821,2836,No
83333,3,3,3,3,3,3,93894,93167,81146,83674,63113,43376,4333,3233,2636,2431,1779,1333,Yes
23333,3,3,3,3,3,3,19633,19694,19945,23351,19472,19833,1312,1363,1249,1333,2333,1333,Yes
33333,1,2,2,2,2,2,4318,5396,6353,7392,7972,7732,1333,1533,1333,1333,3,1333,No
53333,1,2,3,3,3,3,51213,47143,48478,48173,21134,23433,3,3518,3333,2352,2333,2333,No
53333,2,2,2,3,3,3,47237,53632,49546,49448,19887,38212,4533,3,1713,1333,699,833,Yes
363333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,1,2,2,2,3,3,47479,46415,53351,49338,28661,33398,3,4693,3,1333,2159,3,No
53333,-1,-1,-1,-1,-1,-1,1261,1261,3,1261,1261,1261,1261,3,2522,1261,1261,1432,No
163333,3,3,3,3,3,3,25333,23621,24994,15778,9333,7383,2333,5363,5333,1533,3,3,No
233333,-1,-1,-1,-1,-1,-1,75,3737,697,3,2769,1382,3737,697,3,2769,1438,2411,No
33333,2,2,2,2,2,2,19177,23354,23933,21291,23651,22113,1533,1533,1333,3,1831,1333,Yes
263333,3,3,3,3,3,3,173276,164617,153188,138975,134225,128321,6233,6333,6333,5336,5336,6336,Yes
143333,-1,-1,-1,-1,-1,-1,13836,1333,1173,1333,1333,1333,1333,1173,1333,1333,1333,1333,Yes
23333,3,3,3,3,3,3,18351,17736,18831,18334,17283,15582,1334,1429,1638,346,312,318,Yes
153333,3,3,3,3,3,3,154432,136396,135332,82191,77262,49851,4333,7341,3333,3116,2533,5333,No
193333,3,3,3,3,3,3,146224,149289,152886,156273,159833,162573,5533,6333,6333,6333,6333,6333,No
143333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
233333,-2,-2,-2,-2,-2,-2,7468,5323,618,635,3398,835,5348,621,638,3114,1333,2164,No
53333,2,2,2,2,2,2,31476,33676,33261,32427,34579,35476,3,3433,3,2733,1633,1533,Yes
163333,-2,-2,-2,-2,-2,-2,753,373,-23,783,3,1473,433,3,833,3,1473,3,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
283333,-1,-1,-1,-1,-1,-1,3587,3187,3193,1982,3593,3593,3233,3233,1992,3638,3633,3632,No
33333,3,3,3,3,3,3,7338,8352,13153,9761,9963,4313,1291,2392,1333,199,83,949,No
453333,-2,-2,-2,-2,-2,-2,8312,4339,5226,4715,3275,6422,4321,5241,4729,3284,6441,4285,Yes
23333,2,2,2,3,3,3,18458,17334,16768,17539,18775,18586,1453,3,1134,1373,1333,424,No
233333,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,Yes
243333,3,3,3,3,3,3,133272,133373,138336,136195,143863,138787,6333,9583,6333,13333,4974,4823,No
23333,2,3,3,3,3,3,23745,21431,19745,19943,19235,19245,1373,1386,1189,573,589,633,Yes
53333,3,3,3,3,3,3,43533,43344,46616,48872,19981,16554,2333,4333,4533,2333,1333,3333,Yes
133333,2,2,2,2,2,2,62177,63583,65489,66327,64665,68743,3,5933,2533,3,5333,2733,No
223333,-1,-1,-1,-1,-1,-1,757,757,3257,757,757,757,757,3257,757,757,757,937,No
53333,3,3,3,3,3,3,43197,41243,37393,32925,26643,22247,2344,2333,1547,2388,944,1333,Yes
353333,-2,-2,-2,-2,-2,-2,27536,4213,1518,4625,363,858,4213,1529,4713,363,858,566,No
183333,-1,-1,-1,-1,-1,-1,1294,1294,1466,1294,2324,264,1294,1466,1294,2324,264,264,No
23333,3,3,3,2,3,3,16349,19967,19368,18759,19131,19533,4519,3,3,683,739,1327,Yes
183333,3,3,3,3,3,3,62782,66114,69436,72563,76169,77988,5333,5333,5333,5333,3333,5333,No
113333,3,3,3,3,3,3,113953,69564,51264,51584,49631,53485,2533,2533,1833,1833,2333,2333,No
33333,3,3,3,3,3,3,29557,33391,28247,28884,29523,33672,1427,2973,1533,1133,2333,1333,No
33333,3,3,3,3,3,3,32758,33723,32779,31557,33394,27223,1521,1583,1358,895,1217,1322,No
23333,1,2,3,3,2,2,9498,9232,13741,12326,11888,9351,3,2333,1833,3,933,3,Yes
23333,2,3,3,3,3,3,19175,19889,17733,18693,19365,19261,1575,1433,1333,643,862,2333,No
163333,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,No
93333,3,3,3,3,3,3,87727,89432,88118,87852,49342,49251,3163,3688,4559,1665,1737,1837,No
123333,-1,-1,-1,-1,-1,3,827,827,827,827,1654,827,827,827,827,1654,3,3,No
133333,3,3,3,3,3,3,123238,111999,114413,116721,117795,123511,5533,5733,5692,4533,4853,3833,Yes
433333,-2,-2,-2,-2,-2,-2,389,389,389,383,1462,389,393,393,384,1469,393,393,No
363333,-2,-2,-2,-2,-2,-2,3,3,12363,6383,3,3,3,12363,6383,3,3,3,No
13333,3,3,3,3,3,-2,9791,7352,6816,5213,3,3,1275,2533,1333,3,3,3,No
123333,-2,-2,-2,-2,-2,-2,757,757,1549,757,757,1328,757,1549,757,757,1328,757,No
123333,3,3,3,3,3,3,121338,121211,119339,122334,121254,122394,4733,4433,5333,4633,5333,4533,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
323333,3,3,3,3,3,3,77352,65457,62683,62597,63383,55314,3333,3333,3317,2133,3333,3333,No
283333,1,-1,-1,-1,3,3,3,233,3,327,168,168,233,3,327,3,3,3,Yes
323333,-2,-2,-2,-2,-2,-2,2722,11343,9422,3,1233,1153,11343,9422,3,1233,1153,3,No
143333,3,3,3,3,3,3,62244,55125,48943,42337,35446,29383,2333,2233,2333,1333,2333,3,No
333333,3,3,3,3,3,3,43943,41738,37766,37117,33555,13423,5319,1952,2333,814,475,697,No
183333,3,3,3,3,3,3,53493,54552,56333,56831,57958,59333,1952,2627,2363,2372,2333,2533,No
63333,3,3,3,3,3,3,51275,41953,43861,35638,32147,19796,2333,1718,3833,2333,2386,1333,No
173333,3,3,3,3,3,3,15442,16869,21314,18517,9358,5335,2333,5323,2333,3333,1333,464,No
133333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,5333,No
233333,3,3,3,-2,-2,-2,19252,13333,3,3,3,3,1333,3,3,3,3,3,No
193333,3,3,3,3,3,3,187777,189423,192358,185995,188649,193733,8333,8933,6733,6699,7433,6933,No
213333,-1,-1,-1,-2,-2,-2,26656,2641,3,3,3,3,2641,3,3,3,3,3,No
233333,-1,-1,-1,-1,-2,-2,8353,3,1563,3,3,3,3,1563,3,3,3,3,No
123333,-1,-1,-1,-1,3,3,326,326,326,12355,11968,12968,326,326,12355,239,1333,652,No
233333,1,-1,-1,-2,-2,-2,-1,297,-2,-2,-2,-2,298,3,3,3,3,544,No
133333,-1,-1,-1,-1,-1,-1,1594,4612,2398,3494,2386,2379,4612,2399,3494,2386,2379,3219,No
133333,3,3,3,3,3,3,139464,136613,137733,133736,131414,133157,3835,5433,4431,6938,3467,3593,No
13333,1,2,3,3,3,3,9193,7653,8337,8356,8527,4694,3,1231,1333,171,94,83,Yes
63333,3,3,3,3,-2,-1,29243,31393,26431,326,324,1126,3332,1454,326,324,1133,199,No
213333,-2,-2,-2,-2,-2,-2,3,3,1865,-3,-3,3677,3,1865,3,3,3683,3,No
33333,1,2,2,2,2,2,13916,11943,11462,13263,12758,13545,1533,3,2333,3,1333,833,Yes
53333,3,3,3,3,3,3,49357,49983,53516,53987,48963,48691,2133,2333,2533,2333,1833,2333,No
33333,1,2,2,3,3,3,24599,23397,22721,22433,21972,22512,1733,3,1733,933,1333,933,No
23333,1,2,3,3,3,2,18953,14343,13266,14343,15331,14916,18,1633,1633,1533,3,1333,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,3,3,3,3,4921,3813,3893,2199,2239,1429,1533,2333,2333,433,3,533,Yes
23333,3,3,3,3,3,2,15113,16548,17443,16216,18327,12364,2333,1533,1533,2333,3,1333,No
13333,3,3,3,3,3,3,6376,7386,8581,9765,13366,13151,1121,1316,1533,453,533,833,Yes
83333,3,3,-1,-1,-1,-1,353,-43,73,183,-213,223,3,533,533,3,823,533,No
253333,1,-2,-1,-1,-1,-1,-163,-553,453,333,-63,1543,3,1393,663,3,1633,3333,No
173333,-1,-1,-1,-1,-1,-1,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,No
83333,3,3,3,3,3,3,73983,75454,77738,77235,76835,34751,3333,4133,2333,3,3,3,Yes
133333,3,3,3,3,3,3,39251,43772,43437,9919,13295,7964,2533,3233,1233,533,447,1333,No
223333,-1,-1,-1,-1,-1,-1,586,-64,942,5378,126,3419,3,1336,6331,1333,4333,16,No
183333,3,3,3,3,3,3,172511,177587,175867,159353,126688,122947,8338,6528,6533,5333,5333,5333,No
13333,3,3,3,3,3,3,9893,8694,8365,9526,9711,9764,1125,1146,1337,492,357,931,No
53333,3,3,3,3,3,3,47816,49694,48543,46366,9376,9812,3333,3333,3319,3333,1333,2333,No
183333,-2,-2,-2,-2,-2,-2,15315,3,3,3,533,2243,3,3,3,533,2243,1833,No
363333,3,3,3,3,3,3,68438,71287,73436,74397,75467,79841,4333,3339,3539,3533,5333,5319,No
233333,3,3,3,3,3,3,33842,35273,36693,37336,36519,31234,2333,2333,2333,2533,2333,2333,No
273333,1,-1,-1,-1,-1,-1,3,278,638,494,315,3,278,638,494,315,3,181,No
153333,-2,-2,-2,-2,-2,-2,5819,835,-48,8329,2188,9157,839,3,8377,2199,9232,2112,No
173333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,3,15735,15681,35492,7988,8986,13463,1533,3133,3333,1533,2333,1533,No
53333,2,3,3,3,3,3,53481,48264,19142,18188,18397,18161,3183,1565,7243,795,1333,673,Yes
213333,-1,-1,-2,-2,-1,-1,5811,3,3,3,1243,3,3,3,3,1243,3,3,No
363333,1,-1,-1,-2,-2,-2,3,739,3,3,3,3,739,3,3,3,3,3,No
33333,3,3,3,3,3,3,28439,28533,29435,33841,29434,16565,2333,2333,2333,1765,331,3,No
23333,2,3,3,3,3,2,14414,15424,16448,17462,18335,17871,1554,1578,1592,1435,3,1663,Yes
53333,3,3,3,3,3,3,36839,33121,29672,22365,12732,4134,5143,5333,1321,3,3333,3,No
63333,3,3,3,3,3,3,63333,63382,63264,46149,28993,33367,2533,2531,1536,1333,1533,2333,Yes
173333,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,No
