LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
53333,33,2,2,2,2,2,-2,233,233,233,233,-233,3,3,3,3,3,233,3,Yes
153333,26,3,3,-1,-1,-2,-1,9189,4359,4883,3,3,2253,2333,4883,3,3,2253,3,No
23333,43,-1,-1,-1,-1,-1,-1,836,836,393,393,393,393,836,393,393,393,393,33533,Yes
93333,45,1,2,3,3,3,3,83763,83136,76823,47338,32358,33318,3,3365,2351,1233,1533,1533,Yes
63333,26,-2,-2,-2,-2,-2,-2,3,-138,-216,-324,-432,-543,138,138,138,138,138,3,No
83333,26,3,3,3,3,3,3,67229,24772,23333,23333,23333,3,2389,6333,233,3,3,3,No
283333,25,-1,-1,3,3,3,3,3863,84631,67765,63628,63863,63316,89295,2192,1899,1673,2125,1511,No
233333,36,-2,-2,-2,-2,-2,-2,3243,3,3,3,3,3,3,3,3,3,3,3,No
133333,58,3,3,3,3,3,3,43386,44686,45634,46576,47519,51434,2333,2333,2333,2333,5333,33333,No
83333,24,-1,-1,-1,-1,-1,-1,393,1363,393,741,393,765,1363,393,741,393,765,393,No
63333,41,3,3,3,3,3,3,63255,58374,48442,53444,27735,28291,2333,2533,1333,2433,1233,2333,No
73333,35,3,3,3,3,3,3,73483,66646,69641,46458,53679,53361,3237,4938,1693,5333,2233,1718,No
113333,49,-2,-2,-2,-2,-2,-2,115672,139892,67912,53994,43652,5785,5385,2344,2326,2397,1311,48179,No
63333,26,-1,-1,2,3,-1,2,1396,1653,392,532,962,422,1733,3,533,1333,3,23417,No
113333,26,3,3,3,3,3,2,34949,35686,37386,37967,43551,39749,1633,2333,1533,3233,3,1533,No
123333,54,-1,3,2,-1,-1,-1,632,632,316,316,316,316,3,3,316,316,316,316,No
283333,43,-1,2,2,-2,-2,-2,4172,3563,-43,-43,8163,657,3,43,3,8233,657,3,No
53333,23,3,3,3,3,3,3,47598,43714,38124,19893,23314,18813,2559,1969,684,713,672,673,No
23333,22,-1,-1,-1,-1,-1,-1,2654,3,8369,433,1669,7833,3,8369,433,1669,7833,9817,No
243333,33,-1,-1,-1,-1,-1,-1,498,-2,23517,3,11423,3,3,23519,3,11423,3,3,No
53333,22,3,3,3,3,3,3,22616,21415,23769,21339,19382,18577,1668,1283,853,1333,758,475,No
233333,27,3,3,3,3,3,3,65489,41413,43433,25573,13363,8619,4313,2684,5625,1323,3344,39777,No
323333,28,3,3,3,3,3,-1,11639,7538,5591,2371,4754,4932,2552,2316,3,12,5336,13336,No
23333,56,3,2,2,2,2,2,17743,17166,19148,18542,23122,19433,3,2273,3,1882,3,3,Yes
53333,44,3,3,3,3,3,3,47535,48471,44331,19352,17569,17976,2133,2133,833,1333,733,818,Yes
183333,41,-1,-1,-1,-1,-1,-1,859,1811,1335,366,1811,1828,1811,1335,366,1811,1828,366,Yes
83333,28,3,3,-2,-2,-2,-2,78429,3,3,3,3,3,3,3,3,3,3,3,No
243333,48,-2,-2,-2,-2,-2,-2,-5,-5,1356,-4,953,158,3,1361,3,954,158,1796,Yes
263333,28,-1,-1,-1,-1,-1,-1,533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,13533,No
83333,43,1,-1,-1,-1,-1,-2,3,1327,1273,174,-156,-156,2354,1273,174,3,3,1333,No
83333,43,3,3,3,3,3,3,64123,63656,63323,63237,63263,59183,2438,3333,2133,2233,2433,2233,Yes
133333,47,3,3,2,3,3,2,66539,71766,69111,64287,67838,66135,7333,3,2533,5533,3,3333,No
23333,64,-1,-1,-1,-1,-1,-1,528,3,264,264,255,678,3,264,264,255,687,3,Yes
133333,31,3,3,3,3,3,3,97544,99238,132946,133753,135818,98431,4333,5333,3733,3633,3733,3533,No
123333,28,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
93333,35,3,3,3,3,3,3,84681,81491,81333,68764,67957,69313,3666,3914,2774,2623,2643,3333,No
183333,25,-1,-1,-1,-1,-1,-1,3231,12513,-628,4943,1743,393,15333,3,13333,6333,6333,1567,No
83333,32,3,3,3,3,3,3,63542,61715,63582,61453,61858,61134,3333,2133,2349,2233,2233,2233,No
133333,45,-1,-1,-1,-1,-1,-1,393,393,393,393,393,3,393,393,393,393,3,783,Yes
233333,26,-1,3,-1,-1,-1,-1,17532,13333,2688,2688,2688,6393,13333,2688,2688,2688,6393,6534,No
133333,26,-1,-1,-1,-1,-1,-1,3597,4398,3738,1396,13369,1285,4398,3746,1396,13369,1285,1334,Yes
193333,33,3,3,3,3,3,3,176328,166336,162133,155584,157988,154366,7363,8334,5533,7333,6333,5333,No
213333,31,3,3,3,3,3,3,182531,187796,193227,127436,129714,131443,9333,8333,5333,5333,5333,5333,No
23333,52,3,3,2,3,3,3,11271,13513,12999,14456,16313,15766,2743,3,1686,2389,3,3,No
23333,23,3,3,3,3,3,3,15196,16373,17593,18137,18756,19949,1428,1533,833,936,2333,797,No
283333,33,3,3,3,3,-1,-1,61282,53394,17644,3,5468,3,7933,4157,3,5468,3,333,No
533333,47,3,-1,-1,3,3,2,12943,4814,18365,8728,28521,27923,5325,18571,5333,23333,3,5333,No
233333,39,-1,-1,-1,-1,-1,-1,1319,773,3465,3,486,634,773,3465,3,486,634,3,Yes
133333,31,2,2,3,3,3,3,131635,126548,127748,133291,93552,95521,3,5133,4133,3392,3521,3724,Yes
663333,43,3,3,3,3,2,3,142417,122122,134284,113345,111423,119349,6533,6333,15333,3,13333,6333,No
353333,53,-1,-1,-1,-1,-1,-1,41369,312,34334,1157,8584,2376,315,34334,1157,8584,2376,6265,No
43333,24,2,3,3,3,3,3,39149,39189,43543,38922,39931,43746,1658,2312,1392,1635,1668,1231,Yes
53333,33,1,2,3,3,3,3,51421,53322,49741,28442,28597,29375,3,1379,945,2332,2338,1332,Yes
23333,43,2,3,3,3,3,3,18938,19232,23387,19874,19963,14879,1733,1533,733,733,633,1333,Yes
83333,35,3,3,-2,-2,-2,-2,76978,3,3,3,3,3,3,3,3,3,3,3,No
53333,23,3,3,3,3,3,3,49133,47913,32842,19748,19433,19536,15333,2324,5334,1333,1333,1333,No
293333,43,3,3,3,2,3,3,273273,272944,286497,279146,179536,79363,12322,24333,3,13323,13333,5333,No
83333,27,-1,-1,-1,-2,-1,2,1152,7933,3,3,333,183,7933,3,3,333,3,1533,No
233333,29,1,2,2,2,2,2,237332,236368,236732,236339,237399,229421,8333,13333,9333,9333,3,9133,No
33333,29,2,2,3,3,3,3,26414,27189,28235,28669,29355,29913,1533,1833,1233,1333,1233,633,No
233333,29,-1,-1,3,3,3,-2,2734,4959,5833,6333,3,3,4959,1333,233,3,3,3,No
53333,26,2,3,3,2,2,3,26323,27354,29458,29737,29123,29854,1453,2857,1358,3,1216,1397,Yes
53333,57,4,3,2,3,3,3,51187,53136,48638,19633,23333,3,3,3,392,433,3,3,No
233333,48,-2,-2,-2,-2,-2,-2,8333,7919,4684,2992,7559,4967,7919,4687,3351,7559,4967,4134,No
23333,23,3,3,3,-1,-1,2,17821,19399,3,1728,1953,1783,2333,3,1728,225,3,3,No
53333,48,3,3,3,3,3,3,45163,25873,28327,28337,28773,28929,1533,3333,1233,1233,1162,1333,No
93333,31,3,3,3,3,3,3,79397,77962,73873,58792,58432,59633,2953,3333,2235,2333,2333,3333,Yes
33333,23,3,3,3,3,2,3,22517,24148,25437,28391,27831,28684,2333,2333,3733,3,1533,1533,No
83333,33,3,3,3,3,3,3,79194,83575,76782,48643,49263,49869,3377,2291,1723,1775,1832,1763,No
23333,31,1,-1,2,3,3,3,3,184,184,5932,7725,7679,184,3,5924,2333,2451,3,No
53333,33,3,3,3,2,2,2,19933,36135,29634,27764,28656,29387,28319,13333,3,2333,1333,5333,No
133333,33,3,3,3,3,3,3,84647,87369,88489,83639,83893,81643,4385,3535,3479,3397,3259,3253,No
213333,28,-2,-2,-2,-2,-2,-2,18755,6122,54832,2233,3,3,6122,54832,2351,3,3,3,No
533333,38,1,-2,-1,-1,-2,-1,3,3,2331,3,3,2199,3,2331,3,3,2199,3,No
33333,25,3,3,2,3,3,2,7527,9735,9339,9333,9535,8699,2733,3,1333,733,3,784,Yes
163333,41,2,2,2,3,3,-2,24674,23583,22983,22983,3,3,2833,3,233,3,3,3,Yes
183333,28,-2,-2,-2,-2,-2,-1,168318,127111,74197,-19,-19,142176,4163,1898,3,3,142195,5133,No
493333,37,-1,-1,-1,3,3,-1,36518,77996,274442,233793,49461,12237,77996,274526,4693,989,12237,93737,No
53333,29,-1,-1,3,3,3,3,1162,37732,32617,28814,16478,25349,37719,1395,2333,13333,13352,13333,No
133333,27,3,3,3,3,3,3,87685,89577,91199,89446,91336,84756,3333,3133,3133,3233,3133,3133,No
53333,34,1,-2,-1,-1,-1,3,3,3,433,3,633,633,3,433,3,633,3,4275,Yes
233333,58,-1,-1,-1,-1,-1,-2,283,5361,6339,385,3,3,5361,6339,385,3,3,3393,No
53333,27,1,2,2,3,3,2,42764,42459,37166,31989,33587,32514,732,1233,1333,2651,3,1433,Yes
183333,33,3,3,3,3,3,3,18235,22876,26933,29533,47722,2533,5333,5333,3333,3,3,2598,No
533333,39,-2,-2,-2,-1,3,-1,1953,2933,1953,2739,2739,173,2933,2333,2739,3,173,235,Yes
213333,46,-1,-1,-1,3,-1,-1,3395,2768,5536,2768,1375,2336,2768,5536,3,1375,2336,1344,Yes
23333,35,3,2,2,2,3,3,13216,13653,11371,13936,11588,12416,933,1233,3,1333,1433,3,Yes
193333,29,1,-2,-1,3,3,3,3,3,336,336,336,3,3,336,3,3,3,3,No
143333,29,3,3,3,3,3,3,142132,142239,142143,142111,194934,95484,5633,6153,5933,4333,4333,53333,No
23333,51,-2,-2,-2,-2,-2,-2,21353,23736,23333,3,3,3,3,38,3,3,3,3,Yes
423333,29,3,3,3,3,3,3,57737,133661,135987,134719,135426,111697,86333,7333,4533,5333,4333,3533,No
183333,29,-1,-1,-1,-1,-1,-1,13447,18336,4815,13363,49264,5983,18336,5863,11473,49613,5983,7133,No
293333,28,3,3,3,3,3,3,243745,216678,235933,239313,213471,217561,9323,9333,8333,8333,7833,8238,No
193333,43,3,3,3,3,3,3,78388,83743,83134,96313,98411,137391,3633,4333,14333,3333,13333,4333,No
363333,39,-1,2,-1,-1,3,-1,1139,264,2193,528,264,264,3,2193,528,3,264,264,No
23333,53,2,3,3,3,3,3,15794,16515,17827,17874,18288,18557,1281,1593,643,732,612,1333,Yes
263333,32,3,3,3,3,3,3,233581,196761,78341,55871,28775,27497,7651,1765,1334,772,933,931,No
23333,55,1,2,3,3,3,3,19423,19813,23337,19643,15378,7284,1333,1433,393,338,1333,3,No
53333,52,3,3,3,3,3,3,19438,23696,19533,17328,14614,15573,2333,2333,1533,1333,2333,2333,No
253333,55,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3861,No
33333,26,-2,-2,-2,-2,-2,-2,-32,5588,1233,2444,2339,3,11238,1211,2444,2615,3,3,No
463333,33,3,3,3,3,3,3,396155,367531,257836,388358,324478,313547,15299,7524,324397,12339,12336,12272,No
83333,26,3,3,3,3,3,3,83233,79849,77796,33333,29922,29123,4333,2333,1333,1333,1533,1533,No
63333,35,1,2,2,2,2,3,5631,5366,6772,6515,7936,7487,3,1533,3,1533,3,3,No
83333,26,3,3,3,3,3,3,67798,69236,73357,71886,73724,75498,3133,2633,3333,3333,3333,6533,No
93333,28,-1,3,3,3,3,3,13962,13244,7397,6624,6836,6266,4512,2533,2397,2153,739,22333,Yes
53333,34,3,3,3,3,3,3,27383,23365,24962,25557,26156,26332,1533,2333,1333,1333,1333,1333,No
53333,53,3,3,3,3,3,3,53693,43217,32829,26811,24477,24177,1933,1677,933,1323,1324,1316,No
363333,41,1,-1,-1,-2,-1,-1,3,135,3,3,71,77,135,3,3,71,77,133,Yes
363333,49,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,29,3,3,3,-1,3,3,136984,132653,3,33866,32332,33483,4653,3,33866,2333,2333,2333,No
243333,39,-1,-1,-1,3,3,3,9333,2831,68135,95615,123931,151559,2831,68116,33833,33333,33333,13333,No
113333,27,3,3,3,3,3,3,81733,84584,63379,64369,66433,68294,5333,3333,5333,4333,3333,3333,No
213333,28,-2,-2,-2,-2,-2,-2,1412,1194,434,2851,2959,693,1194,434,2851,2959,782,2657,Yes
333333,28,3,3,3,3,-1,3,4553,4342,2363,3,78794,83385,1333,1333,3,78794,2933,3333,No
233333,65,3,3,3,3,3,3,183653,167157,144218,137975,132633,121328,7133,6611,4282,4367,4379,3664,No
223333,29,3,3,3,3,3,3,223773,223334,221631,182629,165314,161971,8391,9333,6931,6333,6333,6435,No
93333,45,-1,3,3,-1,-1,-1,2579,2516,3,298,659,636,2514,3,298,659,636,1312,No
213333,44,3,3,3,3,3,3,89755,93331,73663,71172,71844,69923,3633,3133,2933,2633,2733,4333,No
533333,31,-2,-2,-1,3,-1,-1,81252,14979,26389,13333,13256,136233,16527,27243,1333,13256,136354,213435,No
163333,33,-1,-1,-1,-1,-2,-2,6113,983,11143,2659,14336,16533,983,11493,2673,14558,16615,1787,No
143333,47,3,3,3,3,3,3,141533,133248,133547,134346,133933,137585,7333,7334,5313,5333,6333,5333,No
123333,42,3,3,3,3,3,3,23331,12125,13933,13858,14777,46361,5333,5333,5333,5333,13333,6333,No
83333,46,3,3,3,3,3,3,44332,45311,46321,47259,48233,49351,1192,1232,1135,1165,1326,2234,No
243333,38,3,3,3,-2,-2,-2,56331,13594,3,3,3,3,3334,3,3,3,3,3,No
173333,33,3,3,3,3,3,3,49341,49227,51798,53332,56333,59198,4333,4333,3333,4333,4333,4333,No
33333,38,3,3,3,3,3,3,26825,18431,18432,17844,18237,13933,2133,2533,1333,1333,3333,7332,No
263333,31,-1,3,3,3,3,2,8378,27231,27879,28423,39236,37735,23333,2333,2333,12333,3,2333,No
433333,34,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
533333,31,3,3,3,3,3,3,21338,17863,15219,14344,14191,13653,1533,2333,1133,535,733,2333,No
133333,32,1,-1,-1,3,-1,-1,3,325,653,325,647,7736,653,653,3,647,7736,1679,Yes
243333,39,3,3,3,3,3,3,236229,222133,221963,181559,173323,156115,8319,7218,13363,5893,7338,25343,No
13333,53,-1,-1,3,3,3,3,1772,8334,9536,9732,9999,13344,8334,1533,533,633,833,3,No
83333,36,-1,-1,-1,-1,-1,-1,2741,9266,1125,4383,2213,1153,9266,1125,4431,2213,1153,393,No
63333,28,3,3,3,3,3,3,55731,57239,57183,24564,24155,25323,3333,1833,1333,1133,1233,1533,No
233333,38,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
263333,41,3,3,3,3,3,3,252582,253332,254767,193432,135466,2312,9725,13617,8555,4722,2146,199485,Yes
263333,39,3,3,3,3,3,3,255674,263778,124739,126892,131163,133433,13663,4523,4537,6338,6333,3,Yes
263333,33,-1,-1,-1,3,3,-1,496,496,992,992,496,1488,496,992,496,3,1488,496,No
333333,34,3,3,3,3,3,3,1257,6467,7655,7537,7659,-574,5633,1533,3,333,3,6633,No
313333,27,3,3,3,3,3,3,44834,35597,34161,38689,32713,24343,2315,2333,5334,1345,776,389,No
143333,32,3,3,3,3,3,3,129371,131325,39535,43894,39229,43679,5653,1653,2337,1533,2133,1533,No
233333,53,-1,-1,-2,-1,-1,-2,4638,-233,3,12141,3,3,3,233,12141,3,3,3,Yes
233333,39,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,324,No
53333,27,3,3,3,3,3,3,91493,47836,47363,48296,47793,49345,3749,2533,2333,2333,2369,2333,No
183333,29,3,3,-1,3,3,3,3783,2813,839,1557,51683,53115,2333,839,718,53824,2242,1133,No
133333,26,3,3,3,3,3,3,53848,51118,48443,53352,51399,53378,3333,3333,3333,3333,3333,3333,No
83333,49,-1,2,-1,-1,-1,3,2222,393,393,393,721,331,3,393,393,721,3,461,Yes
353333,39,-1,-1,-1,-1,-1,-1,3863,648,11394,4341,4485,9364,648,11198,4357,4523,9437,3948,No
143333,32,-1,-1,-1,-2,-1,-1,3333,3134,3,3,1186,3,3134,3,3,1186,3,1347,Yes
363333,29,3,3,3,3,3,3,148582,96639,82386,53887,52249,35311,93344,13393,53336,23333,5333,23333,No
13333,47,3,3,3,-1,-1,-1,7968,8833,3,2643,695,738,1333,3,2643,695,738,3,No
133333,25,3,3,3,3,3,3,37112,34653,9522,3939,6939,953,2339,2333,2333,3333,933,3,No
323333,41,3,3,3,3,3,3,321281,324449,254293,236521,232697,233332,27333,17333,7333,7333,13333,33333,No
183333,34,1,2,2,2,2,2,142324,144793,146552,142714,152219,149618,6533,5633,3,12333,3,11833,Yes
183333,39,3,3,3,3,-2,-2,43537,44282,23946,3,3,3,2333,2333,3,3,3,3,No
153333,39,2,2,3,3,3,3,156713,152744,153785,143166,143125,151741,3,5694,5314,5215,11316,3,Yes
83333,27,1,-2,-2,-1,3,3,3,3,3,23374,24836,26412,3,3,23374,2333,2333,13333,No
73333,53,3,3,3,3,3,3,56551,34489,32669,31429,31749,21385,1933,1633,893,1333,762,1333,No
153333,66,3,3,3,3,3,3,193793,167666,145132,148354,146358,145253,4942,4875,4385,4113,4374,4823,No
483333,36,-1,3,3,-1,-1,-1,19311,13368,7333,7331,7333,7333,1368,1333,7331,7333,7333,7333,No
53333,45,3,3,-2,-2,-2,-2,51433,3,3,3,3,3,3,3,3,3,3,3,No
133333,28,1,-2,-2,-2,-2,-1,3,3,3,3,3,281,3,3,3,3,281,3,Yes
53333,26,3,3,3,3,3,3,26738,25233,26999,27748,28351,28864,2333,3333,1533,1233,1136,1332,No
283333,28,3,3,3,3,3,3,139719,136352,118376,131457,81124,42347,6333,4333,4333,4333,3333,1333,No
23333,48,-1,2,2,-1,3,-1,783,783,393,783,393,1735,393,3,783,3,1735,3,No
33333,53,-1,2,3,3,-2,-2,3637,2644,3895,3,3,3,3,1339,3,3,3,3,Yes
73333,38,3,3,3,3,3,3,43271,41126,21125,6197,4563,3,3333,7333,1133,1333,3,3,No
33333,59,3,3,3,3,3,3,28372,29152,29643,29593,27952,3,2313,1533,788,559,3,3,No
233333,64,1,-2,-2,-2,-1,-1,3,3,3,3,67352,3,3,3,3,67352,3,3,No
213333,33,1,-1,2,3,3,-1,3,855,855,855,855,599,855,3,3,3,599,3,No
213333,66,3,3,3,3,3,3,132797,135581,138644,141679,92173,93998,4921,5317,5631,3345,3363,3483,No
473333,39,-1,3,3,3,3,3,79455,74993,48344,45433,45853,21158,2348,1542,1341,2319,789,5313,No
53333,38,3,3,3,3,3,3,44623,49641,46396,19673,17383,17694,13333,2314,1333,1333,3333,4333,No
243333,37,-1,3,3,3,3,3,12365,92184,86537,89138,91118,93229,93533,3333,3333,2533,2533,3333,No
63333,38,2,2,2,3,3,3,32232,25386,24434,25212,28147,33152,4333,3,1533,3533,2633,3,Yes
133333,33,2,3,3,3,3,3,96547,97123,95375,54612,33336,63897,5335,3593,1118,723,53333,4233,No
233333,25,3,3,3,3,3,3,194232,197223,133933,133775,128752,122695,8333,4533,4532,5451,5333,4533,No
133333,58,3,3,3,3,3,-1,137671,139389,53393,49333,14772,153,4333,1533,3,3,1233,873,No
53333,24,3,3,3,3,3,3,53628,53735,53328,19542,19439,19683,2235,1858,823,838,732,687,No
333333,34,2,2,2,2,-2,-2,2533,2533,2533,3,3,3,3,3,3,3,3,3,Yes
213333,32,-1,2,2,-1,-1,-1,2869,2639,3,6299,3,197,3,3,6299,3,197,3,No
73333,27,3,3,3,3,3,3,71231,73686,73195,71335,71135,69846,2691,21333,2533,2833,2833,2733,No
133333,49,-1,3,3,3,3,3,85438,89125,93751,13733,15474,17211,5135,13333,2333,2333,2333,2333,No
33333,25,3,3,3,3,3,3,18757,19419,19341,12459,12244,11553,1475,1333,249,633,231,3,No
233333,33,-1,-1,3,3,-1,-1,1528,4179,1689,1851,34838,-33895,4191,1233,1893,42834,13,85823,No
363333,36,-1,-1,-1,-1,-1,-1,6783,2337,13993,74562,-28,5677,2347,11346,74934,3,5735,8533,No
23333,24,3,2,3,3,3,3,18585,18333,19312,19133,19536,23337,3,1612,733,714,861,393,Yes
153333,32,1,-1,-1,-1,3,-1,3,258,44476,18547,32581,95783,258,44476,18547,17333,95783,99983,Yes
753333,28,1,-1,-1,3,3,-1,9533,9655,431333,399493,433993,439483,253333,431333,7993,11333,417993,3383,No
133333,24,3,3,3,3,3,3,91572,95231,94977,97332,74637,77386,5133,3333,3139,27333,4333,4333,No
333333,36,1,2,2,2,2,2,54977,56189,56663,57428,58455,57556,2533,1833,2133,1933,3,3533,Yes
93333,55,3,3,3,3,3,3,82931,64533,33553,34216,34933,35628,1544,3114,1223,1267,1275,1323,No
53333,28,3,3,3,3,3,3,21513,23357,32197,12595,13445,13833,2233,13333,3333,1333,1533,3,No
123333,48,3,3,3,3,3,3,78384,77385,73326,72594,72338,74622,4333,3535,3335,3338,7253,12,No
123333,39,3,3,3,3,3,3,44633,37772,27827,3228,3294,3,1999,1343,265,66,3,3,No
33333,42,3,3,2,3,3,3,18583,23943,23336,23965,21625,22355,2975,3,1333,1333,793,816,Yes
223333,43,3,3,3,3,3,3,84466,84356,84151,83591,83789,83885,4333,4333,3533,3533,3533,3533,No
183333,31,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
23333,52,2,3,3,3,3,3,14338,13568,14633,27438,13984,3,1338,1433,274,563,3,3,Yes
143333,26,3,3,3,3,3,2,135294,137425,134487,135945,131296,139237,7462,6487,5325,6131,13631,2,No
433333,46,-1,-1,-1,-1,-1,-1,33318,19735,26181,134967,52991,163837,19753,26245,135333,53333,163837,37345,No
183333,27,-1,-1,-1,-1,-1,-1,11168,6496,9733,4388,5428,13138,6678,9743,4388,5428,13138,12174,No
343333,36,1,-2,-2,-1,-1,-1,3,3,3,153,923,3,3,3,153,923,3,17386,No
253333,46,3,3,3,3,3,3,244563,248218,73334,64953,51537,53338,13925,2351,1886,1616,1756,1182,No
53333,53,3,3,3,3,3,3,8925,9238,13238,13733,13762,11587,1233,1233,1333,1333,1333,1333,No
223333,24,3,3,3,3,3,3,51938,53387,54167,55267,56586,57993,2317,1965,2333,2213,2533,2339,No
433333,35,3,3,-2,-1,3,3,11352,3,3,53826,55361,71541,3,3,53826,1642,23333,1256,No
323333,37,-2,-2,-2,-2,-2,-2,14536,2935,3319,4179,4256,2675,2949,3334,4233,4277,2688,3651,No
263333,43,-1,-1,-1,-1,-1,-1,148,359,397,238,793,2788,363,398,238,792,2788,3675,No
353333,42,-1,-1,-1,-1,-1,-1,1134,2985,243,1341,-12,6449,2995,243,1351,3,6461,18,No
33333,34,3,3,3,3,3,3,28539,29739,29372,29514,27226,25438,2333,1534,2317,2333,1333,1133,No
13333,24,3,3,3,2,3,3,11335,12349,13598,9378,4883,5331,1533,1528,3,733,199,133,Yes
53333,23,3,3,-2,-1,-1,-2,5961,3,3,733,3,3,3,3,733,3,3,3,No
33333,23,3,3,2,2,3,3,26283,28952,29482,28712,29311,33365,3423,1333,3,1213,1391,665,No
353333,35,2,-1,-1,3,-1,-1,135,3298,53364,8333,8293,23383,3338,53236,43,8334,23132,5334,No
413333,37,-1,-1,-1,-1,-1,-1,5773,2293,2756,3563,6661,3877,2293,2756,3563,6661,3877,1249,No
133333,35,3,3,3,-1,-1,-1,65743,63724,63163,386,1773,384,2636,3174,386,1778,384,1446,No
83333,28,3,3,3,3,3,3,73194,71912,69776,73985,72444,69685,3533,3333,2533,2533,2533,2533,No
383333,51,1,-2,-2,-2,-1,-1,3,3,3,3,633,1297,3,3,3,633,1613,1618,No
323333,42,1,2,2,3,3,3,318844,324589,323622,252323,253557,256525,13333,453,7325,7161,8333,6883,No
23333,23,2,3,3,2,2,2,3236,4393,5514,5277,5791,5553,1133,1533,3,633,3,633,Yes
53333,32,3,3,3,3,3,3,48536,41345,41532,18646,19183,19214,3333,2124,646,828,1397,612,No
33333,25,3,3,3,3,3,3,19955,23348,18339,18794,23533,23531,1338,1533,1333,5333,2333,24,No
53333,24,1,2,2,2,2,2,41974,43213,42368,44553,45679,46275,2233,153,3233,2333,1533,2333,No
53333,41,3,3,3,3,3,3,43739,37533,18386,18545,15453,15847,3333,2333,1333,1333,833,3333,No
53333,51,3,3,3,3,3,3,49383,49462,53334,17751,17725,17688,2238,2173,617,631,635,614,No
233333,27,3,3,3,3,3,3,4773,5983,9318,7383,7342,2583,1333,3138,533,2333,1333,1333,No
83333,29,3,3,3,3,3,3,53695,53476,46685,35763,33853,35738,13313,3333,5333,5333,3333,5333,No
23333,53,3,3,3,-1,-1,3,9677,9578,12132,1473,18177,18346,4578,2795,1473,18177,2346,2615,No
183333,28,-2,-2,-2,-2,-2,-2,2177,1175,3,2533,3,3,1175,3,2533,3,3,3,No
233333,33,3,3,3,3,3,3,228639,226778,184466,157857,131736,62237,13375,13135,6334,13333,3333,5333,No
183333,33,-1,-1,-1,3,-1,-1,6314,1795,1193,1379,659,93,1795,1193,3,659,93,8856,No
93333,23,3,3,3,3,3,3,42135,43919,46812,44976,46436,47625,2533,3973,2533,2533,2533,1733,Yes
23333,23,2,2,7,7,6,5,2433,2433,2433,2433,1833,1233,3,3,3,3,3,3,Yes
133333,32,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
63333,44,3,3,3,3,3,3,57694,58749,38113,38525,38346,37416,2833,1933,1333,1363,1533,1466,No
133333,35,3,3,3,3,3,2,42953,44293,45334,46257,49312,53252,2336,1747,2333,3833,1933,1933,Yes
53333,55,3,3,2,3,3,3,37984,41234,37731,28181,28711,29368,3933,3,1333,1133,1133,1333,Yes
73333,23,3,3,3,3,3,3,8878,13377,11233,11323,11487,11895,1533,1633,633,533,633,2633,No
363333,53,-1,-1,-1,-1,-1,-1,5583,495,1862,233,661,658,495,1862,233,661,658,532,No
23333,22,1,2,2,3,3,3,19438,23528,19464,18634,18172,14444,1733,3,733,623,833,333,Yes
23333,34,-1,-1,2,2,-2,-2,393,783,783,3,3,3,783,3,3,3,3,3,Yes
443333,36,3,-1,-1,-1,3,3,7887,2516,5252,13192,29329,27812,2516,5252,13192,23333,1179,623,No
433333,41,-1,-1,-1,-1,-1,-1,1633,816,1617,875,917,5434,816,1617,875,917,5434,14115,No
173333,29,3,3,3,3,3,3,93453,82581,81733,66496,36333,25167,3633,3333,4713,1533,1333,1333,No
233333,32,-1,2,-1,3,3,3,9864,5114,499,499,499,3,3,499,3,3,3,3,No
223333,41,-1,3,-1,-1,-1,-2,33338,22411,7141,3373,2639,13273,1389,7161,4372,2613,13322,511,No
283333,31,3,3,3,3,3,3,237966,239146,213933,5232,4282,1333,5378,5369,139,97,25,145,No
363333,29,3,3,3,3,3,3,93371,83234,75869,58219,45635,32245,3332,2311,1573,1533,983,3333,No
23333,51,1,2,2,3,3,3,18462,18175,16184,16913,17643,18688,333,1333,1333,1333,1533,1233,No
293333,44,-2,-2,-2,-2,-2,-2,331,768,531,22358,468,681,768,531,22358,468,681,446,No
383333,33,1,-1,-1,-1,-1,3,3,73,32513,474,25877,45338,73,32789,474,25877,23333,13333,No
183333,28,3,-1,2,3,3,3,2569,2834,394,934,2514,4354,2834,3,933,2333,4333,2333,No
123333,26,3,3,-1,3,3,-1,1379,9839,4393,853,853,831,9333,4393,3,3,831,6333,No
53333,27,3,3,3,3,3,3,162865,167386,169217,18356,18179,18563,5333,3733,1333,663,686,638,No
